OBJECTID,Facility_Name,Type,Owner,County,Latitude,Longitude
248,All Care Medical Centre,Medical Clinic,Private Practice - Unspecified,Nairobi,-1.32340000000,36.70736000000
249,All Day Medical Clinic,Medical Clinic,Private Enterprise (Institution),Murang'a,-0.62437400000,36.84810000000
250,All Saints Musaa,Medical Clinic,Private Enterprise (Institution),Kakamega,0.29396700000,34.66290000000
251,Alliance Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Vihiga,0.11834000000,34.73399000000
252,Alliance Medical Centre,Medical Clinic,Private Enterprise (Institution),Nairobi,-1.27943000000,36.85035000000
253,Alliance Medical Clinic,Medical Clinic,Private Practice - Medical Specialist,Garissa,-0.45358000000,39.64202000000
254,Alliance Medical Clinic (Kirinyaga),Medical Clinic,Private Practice - Nurse / Midwife,Kirinyaga,-0.56087000000,37.18919000000
255,Al-Maaruf Clinic,Medical Clinic,Private Enterprise (Institution),Wajir,1.74985000000,40.05763000000
256,Almacy Medical  Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Siaya,-0.06349000000,34.06152000000
257,Al-Maqdis ENT Clinic,Medical Clinic,Private Enterprise (Institution),Garissa,-0.44803000000,39.64778000000
258,Almed Health Products,Medical Clinic,Private Enterprise (Institution),Meru,3.93029000000,41.86860000000
259,Alms House Dispensary,Dispensary,Local Authority,Mombasa,-4.03733000000,39.65704000000
260,Al-Mumtaz Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Garissa,-0.47455000000,39.65443000000
261,Al-Mustaqim Clinic,Medical Clinic,Private Enterprise (Institution),Wajir,1.75129000000,40.05686000000
262,Alnas Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mandera,3.93456000000,41.85067000000
263,Alnasar Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Garissa,-0.44308000000,39.64489000000
264,Alpha Community Health Clinic (Migori),Medical Clinic,Private Practice - Nurse / Midwife,Migori,-1.06888000000,34.46355000000
265,Alpha Dental Services,Dental Clinic,Private Practice - Medical Specialist,Trans Nzoia,1.01627000000,35.00395000000
266,Alpha Family Health Care,Medical Clinic,Private Practice - Nurse / Midwife,Nyeri,-0.49212000000,36.96777000000
267,Alpha Medical Agency,Medical Clinic,Private Practice - Unspecified,Vihiga,0.11621200000,34.72601000000
268,Alpha Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Samburu,1.09970000000,36.69930000000
269,Alpha Medical Clinic (Kambu),Medical Clinic,Private Practice - Clinical Officer,Makueni,-2.59610000000,38.07333000000
270,Alpha Medical Clinic (Koibatek),Medical Clinic,Private Practice - Nurse / Midwife,Baringo,0.04847000000,35.72456000000
271,Alpha Medical Clinic Mile Tisa,Medical Clinic,Private Practice - General Practitioner,Kajiado,-2.43682000000,36.84749000000
272,Alpha Nursing Home,Medical Clinic,Private Enterprise (Institution),Machakos,-0.93971000000,37.67590000000
273,Alphine Dental Centre (Kencom Hse),Dental Clinic,Private Practice - Unspecified,Nairobi,-1.28579000000,36.82471000000
274,Alphine Health Care Centre,Medical Clinic,Private Practice - Clinical Officer,Bungoma,0.60866000000,34.65489000000
275,Alphond Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Kakamega,0.33465000000,34.48798000000
276,Al-Ramah Healthcare,Medical Clinic,Private Practice - Nurse / Midwife,Garissa,-0.44060000000,39.65810000000
277,Al-Siha Nursing Home,Nursing Home,Private Enterprise (Institution),Mandera,3.93507000000,41.85256000000
278,Alum Beach Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.44673000000,34.48747000000
279,Aluor Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Siaya,0.01047000000,34.46500000000
280,Alupe Sub-District Hospital,Sub-District Hospital,Ministry of Health,Busia,0.49723000000,34.13385000000
281,Ama (Africa Muslim Agency) Clinic,Health Centre,Supreme Council for Kenya Muslims,Kiambu,-1.05914000000,37.11405000000
282,Amaal Annex Nursing,Nursing Home,Private Practice - Nurse / Midwife,Mandera,3.93705000000,41.85069000000
283,Amagoro Nursing Home,Nursing Home,Private Enterprise (Institution),Busia,0.62761000000,34.33368000000
284,Amaiga Dispensary (Manga),Dispensary,Ministry of Health,Nyamira,0.46380000000,34.92974000000
285,Amakuriat Dispensary,Dispensary,Other Faith Based,West Pokot,2.27808000000,35.00542000000
286,Amal Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mandera,3.93702000000,41.83541000000
287,Amalya Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Kiambu,-1.23322000000,36.67059000000
288,Amani Clinic,Medical Clinic,Private Practice - Clinical Officer,Nyeri,-0.48204000000,37.12570000000
289,Amani Clinic (Garissa),Medical Clinic,Private Practice - Nurse / Midwife,Garissa,-0.45451000000,39.64300000000
290,Amani MC,Medical Clinic,Private Practice - Clinical Officer,Trans Nzoia,1.01365000000,35.00407000000
291,Amani Medical Centre (Suneka),Medical Clinic,Private Enterprise (Institution),Kisii,-0.67886000000,34.70765000000
292,Amani Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Machakos,-1.27600000000,37.23000000000
293,Amani Medical Clinic (Changamwe),Medical Clinic,Private Enterprise (Institution),Mombasa,-3.99953000000,39.60588000000
294,Amani Medical Clinic (Kambu),Medical Clinic,Private Enterprise (Institution),Makueni,-2.59398000000,38.07652000000
295,Amani Medical Clinic (Kilifi),Medical Clinic,Private Enterprise (Institution),Kilifi,-3.64157000000,39.84783000000
296,Amani Medical Clinic (Likoni),Medical Clinic,Private Practice - Nurse / Midwife,Mombasa,-4.08961000000,39.65088000000
297,Amani Medical Clinic (Malindi),Medical Clinic,Private Practice - Nurse / Midwife,Kilifi,-2.86064000000,40.08492000000
298,Amani Medical Clinic (Meru),Medical Clinic,Private Practice - Nurse / Midwife,Meru,0.04690000000,37.65956000000
299,Amani Medical Clinic (Meru),Medical Clinic,Private Practice - Unspecified,Meru,0.04690000000,37.65956000000
300,Amani Medical Clinic (Murungaru),Medical Clinic,Private Practice - Nurse / Midwife,Nyandarua,-0.58922000000,36.49003000000
301,Amani Medical Clinic Magumu,Medical Clinic,Private Practice - Nurse / Midwife,Nyandarua,-0.86052000000,36.56489000000
302,Amani Medical Clinic Yatta,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,-1.52265000000,37.33527000000
303,Amani VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Mombasa,-4.06274000000,39.67241000000
304,Amase Dispensary,Dispensary,Ministry of Health,Busia,0.52063000000,34.18226000000
305,Amatierio Dispensary,Health Centre,Ministry of Health,Nyamira,-0.47118000000,34.94123000000
306,Amazing Grace M C,Medical Clinic,Ministry of Health,Nyandarua,-0.13143000000,36.34941000000
307,Ambalo Dispensary,Dispensary,Ministry of Health,Marsabit,3.03433000000,38.75968000000
308,Ambira Sub-District Hospital,Sub-District Hospital,Ministry of Health,Siaya,0.17689000000,34.27269000000
309,Amboni Dispensary,Dispensary,Ministry of Health,Nyeri,-0.33787000000,36.87315000000
310,Amboseli Dispensary,Dispensary,Ministry of Health,Kajiado,-2.74492000000,37.36670000000
311,Amboseli Serena Lodge Clinic,Medical Clinic,Company Medical Service,Kajiado,-2.70725000000,37.26451000000
312,AMEC Laboratories,Laboratory (Stand-alone),Private Enterprise (Institution),Nakuru,-0.28489000000,36.07100000000
313,Amina Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kilifi,-3.89126000000,39.77954000000
314,Among'ura Community Dispensary,Dispensary,Ministry of Health,Busia,0.54258000000,34.13744000000
315,Amoyo Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.82297000000,34.35597000000
316,Amugaa Health Centre,Health Centre,Ministry of Health,Meru,0.15114000000,37.89011000000
317,Amukura Health Centre,Health Centre,Ministry of Health,Busia,0.56216000000,34.27321000000
318,Amukura Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Busia,0.57200000000,34.27269000000
319,Amuma Dispensary,Dispensary,Ministry of Health,Garissa,-0.11627000000,40.29318000000
320,Amuma Mobile Dispensary,Dispensary,Ministry of Health,Garissa,-0.26111000000,40.20173000000
321,Amungeti Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Meru,0.19328000000,37.96353000000
322,Amurt Health care Centre (Malindi),Health Centre,Non-Governmental Organizations,Kilifi,-3.22482000000,40.12517000000
323,Amurt Health Centre,Dispensary,Non-Governmental Organizations,Nairobi,-1.26580000000,36.73778000000
324,Amurt Health Centre (Likoni),Medical Clinic,Private Enterprise (Institution),Mombasa,-4.07765000000,39.65362000000
325,Amwamba Dispensary,Dispensary,Ministry of Health,Meru,0.19384000000,37.93124000000
326,Ancilla Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Uasin Gishu,0.54971500000,35.27020000000
327,Anderi Dispensary,Dispensary,Ministry of Health,Samburu,2.22166000000,36.89779000000
328,Andersen Medical Centre,Medical Clinic,Private Enterprise (Institution),Trans Nzoia,1.20451000000,34.78798000000
329,Anding'o Opanga Dispensary,Dispensary,Ministry of Health,Kisumu,-0.36240000000,34.84050000000
330,Andulus Medical Clinic,Health Centre,Private Enterprise (Institution),Nairobi,-1.27393000000,36.84563000000
331,Aneko Dispensary,Dispensary,Ministry of Health,Migori,-0.98000000000,34.15000000000
332,Angaga Dispensary,Dispensary,Ministry of Health,Migori,-0.98123000000,34.61518000000
333,Angata Health Centre,Health Centre,Ministry of Health,Narok,-1.37645000000,34.77567000000
334,Angata Nanyokie Dispensary,Dispensary,Ministry of Health,Samburu,1.31810000000,36.67378000000
335,Angaza VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Nairobi,-1.27541000000,36.91075000000
336,Angelic Medical Centre,Medical Clinic,Private Practice - General Practitioner,Kiambu,-1.20449000000,36.83379000000
337,Angels Health Services,Medical Clinic,Private Practice - Nurse / Midwife,Meru,0.23200300000,37.94174000000
338,Ang'iya Dispensary,Dispensary,Ministry of Health,Homa Bay,-0.45775000000,34.27647000000
339,Angola Community Dispensary,Dispensary,Ministry of Health,Kisumu,-0.12713000000,34.82450000000
340,Angurai Health Centre,Health Centre,Ministry of Health,Busia,0.70935000000,34.35149000000
341,Anin Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,0.68576600000,35.52928900000
342,Anjego Dispensary,Dispensary,Ministry of Health,Migori,-1.01652000000,34.44287000000
343,Ankamia Dispensary,Dispensary,Ministry of Health,Meru,0.12588000000,37.87908000000
344,Anmer Dispensary,Dispensary,Ministry of Health,Kiambu,-1.13699000000,36.84742000000
345,Annet Dispensary,Dispensary,Ministry of Health,West Pokot,1.32562000000,35.60279000000
346,Annex Clinic (Kenyenya),Medical Clinic,Private Enterprise (Institution),Kisii,-0.91614000000,34.79611000000
347,Annex Health Care,Medical Clinic,Private Practice - General Practitioner,Nairobi,-1.20013000000,36.90185000000
348,Annex Hospital (Nakuru),Other Hospital,Ministry of Health,Nakuru,-0.16938000000,36.04868000000
349,Annex Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Nyeri,-0.00133200000,37.09400000000
350,Annex Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Embu,-0.57653000000,37.63925000000
351,Annex Medical Clinic (Muranga North),Medical Clinic,Private Enterprise (Institution),Murang'a,-0.60221000000,36.95693000000
352,Annex Medical Clinic (Trans Nzoia West),Medical Clinic,Private Enterprise (Institution),Trans Nzoia,0.89150000000,34.91984000000
353,Annointed Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kakamega,0.29934000000,34.50601000000
354,Annunciation Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kiambu,-1.21305000000,36.96945000000
355,Anole Dispensary,Dispensary,Ministry of Health,Wajir,2.29626000000,39.48458000000
356,Anona Dispensary,Dispensary,Ministry of Health,Marsabit,3.59256000000,38.62391000000
357,Ansar Medical Clinic,Medical Clinic,Private Enterprise (Institution),Mombasa,-3.98311000000,39.59580000000
358,Antodevi Medical Clinic,Medical Clinic,Private Enterprise (Institution),Meru,0.20056000000,37.94756000000
359,Antony Njogu Clinic,Medical Clinic,Private Enterprise (Institution),Nyeri,-0.00133200000,37.09400000000
360,Antubangai Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Meru,0.29200000000,37.96100000000
361,Antubetwe Njoune Dispensary,Dispensary,Ministry of Health,Meru,0.26330000000,37.95563000000
362,Antubochiu Dispensary,Dispensary,Ministry of Health,Meru,0.21061000000,37.94341000000
363,Anyuongi Dispensary,Dispensary,Ministry of Health,Siaya,-0.17618000000,34.27613000000
364,Anza Mapema-Drop in Dice,Medical Clinic,Non-Governmental Organizations,Kisumu,-0.04721000000,34.67107000000
365,Ap Line Dispensary,Dispensary,Ministry of Health,Kakamega,0.27532000000,34.75514000000
366,Apdk Dispensary (Machakos),Dispensary,Ministry of Health,Machakos,-1.51950000000,37.26185000000
367,Apetit Dispensary,Dispensary,Ministry of Health,Busia,0.54570000000,34.21069000000
368,Apex Clinic,Dispensary,Private Enterprise (Institution),Siaya,-0.06349000000,34.06152000000
369,Apha Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Kirinyaga,-0.66523000000,37.20623000000
370,Aphia Disc 1 Nanyuki Transport,Medical Clinic,Non-Governmental Organizations,Laikipia,0.01430000000,37.07866000000
371,Aphia Plus Marps Dic Nanyuki,Medical Clinic,Non-Governmental Organizations,Laikipia,0.01413000000,37.07030000000
372,Aphiaplus Drop-In Centre (Naivasha),Medical Clinic,Non-Governmental Organizations,Nakuru,-0.71238000000,36.42947000000
373,Apokor Dispensary,Dispensary,Ministry of Health,Busia,0.52922000000,34.28329000000
374,Aposta Dispensary,Dispensary,Christian Health Association of Kenya,Turkana,4.10123000000,34.57920000000
375,Apostles Clinic,Dispensary,Christian Health Association of Kenya,Kakamega,0.26038000000,34.50626000000
376,Appex Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nandi,0.10631000000,35.18473000000
377,Approved Dispensary,Dispensary,Ministry of Health,Kakamega,0.29318000000,34.76131000000
378,Approved School Dispensary (Machakos),Dispensary,Ministry of Health,Machakos,-1.58672000000,37.25784000000
379,Apu Dispensary,Dispensary,Ministry of Health,Isiolo,0.27955000000,37.54604000000
380,Aqswaa Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kwale,-4.36865000000,39.40521000000
381,Aqua Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyeri,-0.17129000000,37.02035000000
382,Aquilla Farm Medical Clinic,Medical Clinic,Company Medical Service,Nakuru,-0.74543000000,36.25053000000
383,Arabia Health Centre,Health Centre,Ministry of Health,Mandera,3.94118000000,41.86135000000
384,Arama Dispensary,Dispensary,Ministry of Health,Baringo,0.04383000000,35.66081000000
385,Arara ENT Clinic,Medical Clinic,Private Practice - Clinical Officer,Trans Nzoia,1.01555000000,35.00208000000
386,Arara ENT Clinic,Not in List,Private Practice - Clinical Officer,Trans Nzoia,1.01555000000,35.00208000000
387,Arbajahan Health Centre,Health Centre,Ministry of Health,Wajir,2.06749000000,39.01260000000
388,Arbajahan Nomadic Mobile Clinic,Dispensary,Ministry of Health,Wajir,2.13798000000,39.28422000000
389,Arbaqueranso Dispensary,Dispensary,Ministry of Health,Wajir,1.77267000000,40.29570000000
390,Arcade Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nyeri,-0.48011000000,37.12399000000
391,Arcade Medical Clinic (Ruiru),Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,-1.21078000000,36.92446000000
392,Archers Post Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Samburu,0.65141000000,37.59210000000
393,Aren Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,-1.10928000000,36.62803000000
394,Aren Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,-1.10928000000,36.62803000000
395,Aresa Dispensary,Dispensary,Ministry of Health,Mandera,3.94589000000,41.54122000000
396,Argane Dispensary,Dispensary,Ministry of Health,Wajir,1.66875000000,40.36060000000
397,Arimi Clinic and Laboratory,Medical Clinic,Private Practice - Nurse / Midwife,Embu,-0.53512000000,37.45099000000
398,Arimi Dispensary,Dispensary,Ministry of Health,Nakuru,-0.28251000000,35.85133000000
399,Arito Langi Dispensary,Dispensary,Ministry of Health,Kisumu,-0.09448000000,34.44948000000
400,Arjijo Dispensary,Dispensary,Ministry of Health,Laikipia,0.30935000000,37.24632000000
401,Armstrong,Medical Clinic,Private Practice - Nurse / Midwife,Kakamega,0.29934000000,34.50601000000
402,Aro (SDA) Dispensary,Dispensary,Christian Health Association of Kenya,Siaya,-0.06953000000,34.35579000000
403,Arombe Dispensary,Dispensary,Ministry of Health,Migori,-1.03484000000,34.35083000000
404,Arosa Dispensary,Dispensary,Ministry of Health,Marsabit,3.52172000000,39.05413000000
405,Arpollo Dispensary,Dispensary,Ministry of Health,West Pokot,1.19554000000,35.36162000000
406,Arroket Dispensary,Dispensary,Private Enterprise (Institution),Bomet,-0.61894000000,35.07315000000
407,Arror Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Elgeyo Marakwet,0.95125000000,35.62007000000
